District,State,Students,Charter_Percent,ELL_Percent,IEP_Percent,Low_Income_Percent,Pupil_Teacher_Ratio,Exp_Rev_Ratio,Strike
WAYNE CENTRAL SCHOOL DISTRICT,New York,2234,0,0.01,0.15,0.312444047,10.13,1.221,0
ROSS VALLEY ELEMENTARY,California,2233,0,0.03,0.1,0.083743842,20.7,0.916,0
YORKTOWN COMMUNITY SCHOOLS,Indiana,2232,0,0.01,0.13,0.353942652,19.06,0.775,0
AUGUSTA,Kansas,2232,0,0.01,0.15,0.407706093,15.81,0.929,0
DOWAGIAC UNION SCHOOL DISTRICT,Michigan,2231,0,0.1,0.15,0.71671896,18.18,0.967,0
MILAN AREA SCHOOLS,Michigan,2231,0,0.01,0.14,0.252353205,19.06,0.958,0
SWEETWATER ISD,Texas,2231,0,0.02,0.13,0.715822501,14.11,0.947,0
BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,New York,2230,0,0,0.18,0.088789238,10.09,0.973,0
MORROW SD 1,Oregon,2228,0,0.24,0.15,0.709156194,18.15,0.889,0
ELWOOD UNION FREE SCHOOL DISTRICT,New York,2227,0,0.04,0.13,0.219577907,12.8,0.992,0
NEWARK CENTRAL SCHOOL DISTRICT,New York,2227,0,0.01,0.14,0.572070049,11.86,0.891,0
RSU 35/MSAD 35,Maine,2225,0,0.01,0.12,0.159101124,12.97,0.929,0
CAMDEN CENTRAL SCHOOL DISTRICT,New York,2225,0,0,0.14,0.548314607,11.35,1.104,0
WILSON AREA SD,Pennsylvania,2225,0,0.02,0.19,0.465168539,14.44,0.954,0
NANUET UNION FREE SCHOOL DISTRICT,New York,2224,0,0.05,0.13,0.205485612,12.23,0.964,0
REGIONAL SCHOOL DISTRICT 05,Connecticut,2222,0,0,0.13,0.053555356,12,0.937,0
GOVERNOR WENTWORTH REG SCHOOL DISTRICT,New Hampshire,2222,0,0,0.15,0.367686769,10.23,0.923,0
CLINTON,Oklahoma,2222,0,0.19,0.15,0.577405858,16.8,0.99,1
MOFFAT COUNTY SCHOOL DISTRICT RE: NO. 1,Colorado,2219,0,0.09,0.11,0.444344299,17.06,0.976,1
RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),Texas,2219,1,0.03,0.11,0.72284813,22.13,0.787,0
VERONA PUBLIC SCHOOL DISTRICT,New Jersey,2218,0,0.01,0.17,0,13.01,0.967,0
WASHINGTON COURT HOUSE CITY,Ohio,2217,0,0.01,0.21,0.592692828,16.66,0.893,0
TAFT CITY,California,2216,0,0.39,0.14,0.810018051,22.18,0.948,0
SOUTH RIVER PUBLIC SCHOOL DISTRICT,New Jersey,2216,0,0.09,0.17,0.429602888,12.42,0.866,0
YANCEY COUNTY SCHOOLS,North Carolina,2215,0,0.06,0.17,0.551241535,12.76,1.026,0
LINDEN UNIFIED,California,2214,0,0.23,0.15,0.581300813,22.09,0.953,0
SACRAMENTO COUNTY OFFICE OF EDUCATION,California,2214,0.11,0.05,0.06,0.769647696,17.38,0.95,0
PAW PAW PUBLIC SCHOOL DISTRICT,Michigan,2214,0,0.03,0.12,0.394760614,18.32,0.968,0
PORTSMOUTH SCHOOL DISTRICT,New Hampshire,2214,0,0.03,0.17,0.177506775,9.39,1.002,0
HARRAH,Oklahoma,2214,0,0,0.21,0.505420054,18.4,1.064,1
HAMILTON HEIGHTS SCHOOL CORP,Indiana,2213,0,0.01,0.15,0.330320831,18.78,0.888,0
SPRINGFIELD LOCAL,Ohio,2213,0,0.01,0.18,0.543883338,16.33,0.988,0
CARRIZO SPRINGS CISD,Texas,2213,0,0.07,0.07,0.758698599,15.6,1.032,0
HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT,New York,2212,0,0,0.14,0.160488246,12.73,0.985,0
WHARTON ISD,Texas,2212,0,0.1,0.09,0.819168174,13.12,0.84,0
LAWRENCE CO SCHOOL DIST,Mississippi,2211,0,0.01,0.15,0.783355948,15.22,0.932,0
HANOVER COMMUNITY SCHOOL CORP,Indiana,2208,0,0.01,0.13,0.197916667,21.81,0.916,0
WEST HOLMES LOCAL,Ohio,2208,0,0,0.19,0.397192029,18.48,0.917,0
NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,Texas,2208,1,0.09,0.05,0.451086957,11.57,0.913,0
NORTH MASON SCHOOL DISTRICT,Washington,2208,0,0.09,0.13,0.557971014,18.08,2.238,0
FORT MADISON COMM SCHOOL DISTRICT,Iowa,2207,0,0,0.15,0.36746715,15.33,0.96,0
CHOWCHILLA ELEMENTARY,California,2203,0,0.29,0.1,0.787562415,23.36,0.927,0
GODWIN HEIGHTS PUBLIC SCHOOLS,Michigan,2203,0,0.31,0.14,0.871084884,18.24,0.998,0
BARNWELL 45,South Carolina,2203,0,0.03,0.15,1,15.19,1.004,0
ORLAND JOINT UNIFIED,California,2201,0,0.26,0.15,0.779645616,20.69,0.952,0
REGIONAL SCHOOL DISTRICT 16,Connecticut,2201,0,0.01,0.14,0.142208087,13.2,0.954,0
PENNFIELD SCHOOLS,Michigan,2201,0,0,0.11,0.426624262,19.39,0.938,0
MONTVILLE SCHOOL DISTRICT,Connecticut,2200,0,0.04,0.16,0.383636364,11.2,0.978,0
FREMONT COUNTY JOINT DISTRICT,Idaho,2200,0,0.07,0.09,0.52,17.62,0.937,0
KING WILLIAM CO PBLC SCHS,Virginia,2199,0,0.01,0.14,0.286493861,14.06,1.041,0
GENERAL MCLANE SD,Pennsylvania,2198,0,0,0.17,0.34622384,14.89,0.921,0
JONATHAN ALDER LOCAL,Ohio,2197,0,0.02,0.12,0.256713701,19.68,0.872,0
CCSD 89,Illinois,2195,0,0.09,0.12,0.196810934,15.9,0.943,0
COAL CITY CUSD 1,Illinois,2195,0,0.01,0.14,0.290205011,16.26,0.947,0
BEECH GROVE CITY SCHOOLS,Indiana,2194,0,0.03,0.22,0.926162261,13.2,0.956,0
CANDLER COUNTY,Georgia,2193,0,0.03,0.13,0.899224806,16.93,0.947,0
INGLESIDE ISD,Texas,2193,0,0.07,0.09,0.565435477,14.68,0.977,0
WOODLAKE UNIFIED,California,2192,0,0.31,0.07,0.882755474,20.65,1.008,0
GALT JOINT UNION HIGH,California,2191,0,0.07,0.13,0.591054313,21.38,0.983,0
HUDSON COUNTY SCHOOLS OF TECHNOLOGY SCHOOL DISTRICT,New Jersey,2191,0,0.01,0.08,0.393884071,10.56,1.013,0
MIDDLETOWN,Rhode Island,2191,0,0.04,0.17,0.320401643,12.51,1.019,0
DADE COUNTY,Georgia,2190,0,0.01,0.19,0.586757991,14.83,0.989,0
CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,New York,2190,0,0.03,0.18,0.472146119,11.24,0.959,0
JAMESTOWN 1,North Dakota,2190,0,0.01,0.17,0.334703196,12.38,0.928,0
SAUCON VALLEY SD,Pennsylvania,2190,0,0.01,0.17,0.259817352,13.29,0.939,0
ARROWHEAD UHS SCHOOL DISTRICT,Wisconsin,2190,0,0,0.08,0.056164384,19.13,0.937,0
DICKENSON CO PBLC SCHS,Virginia,2189,0,0,0.18,0.632709,13.6,1.175,0
BENSENVILLE SD 2,Illinois,2188,0,0.33,0.15,0.661334552,13.4,0.988,0
WAUPACA SCHOOL DISTRICT,Wisconsin,2186,0,0.01,0.14,0.389752973,13.51,0.901,0
LEMOORE UNION HIGH,California,2184,0.33,0.08,0.13,0.449175824,20.23,0.9,0
NEW ALBANY PUBLIC SCHOOLS,Mississippi,2184,0,0.06,0.17,0.65018315,14.27,0.994,0
MAPLE SHADE SCHOOL DISTRICT,New Jersey,2181,0,0.04,0.25,0.433745988,11.9,0.961,0
TECUMSEH,Oklahoma,2181,0,0.01,0.14,0.67308574,16.53,1.02,1
HAMBURG AREA SD,Pennsylvania,2178,0,0.01,0.19,0.409550046,13.87,1.025,0
DENISON COMM SCHOOL DISTRICT,Iowa,2176,0,0.59,0.11,0.763327206,14.66,0.921,0
POTOSI R-III,Missouri,2176,0,0,0.22,1.001838235,13.25,1.04,0
BOONE COMM SCHOOL DISTRICT,Iowa,2175,0,0.01,0.17,0.393103448,14.63,1.067,0
IL VALLEY CENTRAL USD 321,Illinois,2173,0,0.01,0.15,0.365393465,15.88,0.949,0
OLEAN CITY SCHOOL DISTRICT,New York,2173,0,0,0.18,0.591348366,12.26,0.892,0
PERU COMMUNITY SCHOOLS,Indiana,2172,0,0.01,0.16,0.524401473,17.06,0.9,0
WEST FELICIANA PARISH,Louisiana,2171,0,0.01,0.13,0.542607094,11.73,0.941,0
GLOUCESTER CITY PUBLIC SCHOOL DISTRICT,New Jersey,2171,0,0.01,0.23,0.689083372,11.77,1.001,0
FREMONT SD 79,Illinois,2169,0,0.1,0.14,0.078838174,16.42,1.013,0
SILVER VALLEY UNIFIED,California,2168,0,0.07,0.14,0.550738007,17.91,1.251,0
SINTON ISD,Texas,2168,0,0.01,0.11,0.713099631,14.13,1.2,0
MAGOFFIN COUNTY,Kentucky,2167,0,0,0.22,0.784033226,15.61,1.496,1
WHITEHALL DISTRICT SCHOOLS,Michigan,2167,0,0,0.11,0.420858329,15.16,1.074,0
RANCOCAS VALLEY REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2167,0,0,0.19,0.252884172,14.94,1.05,0
MIDD-WEST SD,Pennsylvania,2166,0,0,0.19,0.416435826,14.25,0.89,0
BUCKEYE VALLEY LOCAL,Ohio,2165,0,0,0.12,0.201847575,19.02,0.87,0
NOTTOWAY CO PBLC SCHS,Virginia,2165,0,0.03,0.12,0.616628176,14.36,0.987,0
AUGUSTA PUBLIC SCHOOLS,Maine,2164,0,0.05,0.18,0.592421442,11.93,0.898,0
STAFFORD TOWNSHIP SCHOOL DISTRICT,New Jersey,2164,0,0.01,0.22,0.274491682,12.12,0.935,0
NEWCASTLE,Oklahoma,2164,0,0.02,0.14,0.341959335,18.41,1.004,1
PUNXSUTAWNEY AREA SD,Pennsylvania,2163,0,0,0.23,0.663892742,12.21,1.012,0
CANTON ISD,Texas,2163,0,0.03,0.07,0.389736477,14.93,0.895,0
OROVILLE UNION HIGH,California,2162,0,0.04,0.13,0.758094357,21.1,0.905,0
STREETSBORO CITY,Ohio,2161,0,0.01,0.13,0.320684868,16.23,0.822,0
SHOREWOOD SCHOOL DISTRICT,Wisconsin,2161,0.2,0.06,0.12,0.16381305,14.65,0.871,0
NORTH FRANKLIN SCHOOL DISTRICT,Washington,2160,0,0.35,0.14,0.75787037,17.04,0.961,0
EARLY COUNTY,Georgia,2158,0,0,0.14,0.962928638,12.55,0.982,0
OCEAN CITY SCHOOL DISTRICT,New Jersey,2158,0,0.02,0.12,0.218257646,11.83,0.977,0
CONTOOCOOK VALLEY SCHOOL DISTRICT,New Hampshire,2155,0,0.01,0.16,0.307656613,10.98,0.969,0
PEQUANNOCK TOWNSHIP SCHOOL DISTRICT,New Jersey,2155,0,0,0.16,0.036194896,12.03,1.05,0
WESTVIEW SCHOOL CORPORATION,Indiana,2154,0,0.23,0.15,0.331476323,15.05,0.957,0
RUSK ISD,Texas,2154,0,0.05,0.12,0.642525534,13.84,0.852,0
FORT LEBOEUF SD,Pennsylvania,2152,0,0,0.19,0.432620818,13.88,0.915,0
BLYTHEVILLE SCHOOL DISTRICT,Arkansas,2151,0.25,0.02,0.13,0.525337053,10.28,0.968,0
SEYMOUR SCHOOL DISTRICT,Connecticut,2149,0,0.03,0.14,0.26244765,14.05,0.955,0
PROVIDENCE HALL,Utah,2149,1,0,0.12,0.18520242,21.8,1.379,0
COFFEE COUNTY,Alabama,2148,0,0,0.07,0.838785047,18.53,1.066,0
WINSLOW UNIFIED DISTRICT,Arizona,2148,0,0.02,0.13,0.99301676,18.13,0.979,1
MANTENO CUSD 5,Illinois,2148,0,0.02,0.17,0.334729981,15.79,0.955,0
HERMANTOWN PUBLIC SCHOOL DISTRICT,Minnesota,2145,0,0.01,0.11,0.140792541,18.31,1.486,0
NORTH SLOPE BOROUGH SCHOOL DISTRICT,Alaska,2144,0,0.19,0.11,0.509328358,13.2,0.973,0
MURPHYSBORO CUSD 186,Illinois,2144,0,0.02,0.21,0.973880597,15.87,1.013,0
ST. CLAIR R-XIII,Missouri,2144,0,0,0.18,0.583022388,12.75,0.967,0
NORTHWESTERN LEHIGH SD,Pennsylvania,2144,0,0,0.17,0.164645522,13.64,0.923,0
BLOOMFIELD SCHOOL DISTRICT,Connecticut,2143,0,0.01,0.16,0.395243488,12.09,0.962,0
LEMONT-BROMBEREK CSD 113A,Illinois,2143,0,0.07,0.12,0.139990667,18.9,0.848,0
LUDINGTON AREA SCHOOL DISTRICT,Michigan,2143,0,0,0.15,0.442837144,18.95,0.935,0
LIBERTY ISD,Texas,2143,0,0.15,0.09,0.629958003,15.13,1.029,0
RSU 49/MSAD 49,Maine,2141,0,0,0.18,0.62634283,12.65,0.973,0
KASSON-MANTORVILLE SCHOOL DISTRICT,Minnesota,2140,0,0.02,0.12,0.158878505,18.56,1.395,0
GLASSBORO SCHOOL DISTRICT,New Jersey,2140,0,0.05,0.16,0.51635514,13.04,0.917,0
CARTERVILLE CUSD 5,Illinois,2139,0,0,0.15,0.349228612,17.97,0.982,0
BERKELEY TOWNSHIP SCHOOL DISTRICT,New Jersey,2139,0,0.01,0.23,0.347358579,12.06,0.958,0
SECAUCUS BOARD OF EDUCATION,New Jersey,2139,0,0.02,0.14,0.269752221,11.95,1.018,0
ONEIDA CITY SCHOOL DISTRICT,New York,2139,0,0.01,0.18,0.499298738,12.79,0.927,0
SOUTH MIDDLETON SD,Pennsylvania,2138,0,0.01,0.16,0.245556595,13.28,1.136,0
TAMAQUA AREA SD,Pennsylvania,2138,0,0.02,0.26,0.445743686,15.11,0.941,0
INDEPENDENCE,Kansas,2137,0,0.03,0.15,0.624239588,14.13,1.039,0
NEW ULM PUBLIC SCHOOL DISTRICT,Minnesota,2137,0,0.01,0.19,0.273280299,17.32,1.068,0
COLORADO DIGITAL BOCES,Colorado,2136,0,0.03,0.11,0.276217228,32.31,0.976,1
HARVEY SD 152,Illinois,2136,0,0.11,0.11,0.973782772,16.03,1.078,0
NORTHERN BURLINGTON COUNTY REGIONAL SCHOOL DISTRICT,New Jersey,2134,0,0,0.18,0.103561387,13.42,0.894,0
PRINCE EDWARD CO PBLC SCHS,Virginia,2134,0,0.01,0.15,0.708059981,12.95,0.975,0
PLUMAS UNIFIED,California,2133,0.09,0.04,0.13,0.474917956,20.51,1.051,0
JOHNSON COUNTY,Tennessee,2133,0,0.02,0.17,0.702287946,14.36,1.018,0
FREMONT PUBLIC SCHOOL DISTRICT,Michigan,2132,0,0,0.13,0.52532833,19.38,0.981,0
NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT,Alaska,2131,0,0.11,0.13,0.986860629,15.85,0.988,0
BEATRICE PUBLIC SCHOOLS,Nebraska,2130,0,0,0.25,0.478873239,14.7,0.949,0
OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,New York,2130,0,0,0.19,0.430516432,12.77,1.162,0
BROOKS COUNTY,Georgia,2129,0,0.04,0.12,0.958196336,14.95,0.915,0
ALMA PUBLIC SCHOOLS,Michigan,2129,0,0,0.16,0.419254658,17.96,0.95,0
PLEASANT GROVE ISD,Texas,2127,0,0.02,0.1,0.317818524,13.4,0.885,0
NORTHERN TIOGA SD,Pennsylvania,2126,0,0,0.18,0.444026341,12.15,0.904,0
PIKE COUNTY,Alabama,2122,0,0.01,0.09,0.737140267,15.6,1.002,0
LAKELAND SCHOOL CORPORATION,Indiana,2117,0,0.07,0.2,0.469059991,15.93,1.011,0
PENNS GROVE-CARNEYS POINT REGIONAL SCHOOL DISTRICT,New Jersey,2117,0,0.06,0.2,0.717524799,11.39,0.756,0
GALLIPOLIS CITY,Ohio,2115,0,0,0.23,0.54893617,17.1,0.966,0
BACON COUNTY,Georgia,2114,0,0.06,0.17,0.73935667,14.72,1.272,0
CORNING UNION ELEMENTARY,California,2113,0,0.43,0.13,0.832465689,23.21,0.982,0
CARROLL COUNTY,Kentucky,2113,0,0.04,0.11,0.677709418,17.34,1.119,1
UNION PARISH,Louisiana,2113,0.2,0.06,0.14,0.546616186,13.16,0.968,0
WEST BRANCH LOCAL,Ohio,2113,0,0,0.12,0.403218173,17.38,0.888,0
OGLETHORPE COUNTY,Georgia,2112,0,0.04,0.13,0.60842803,13.39,1.031,0
BRADLEY BOURBONNAIS CHSD 307,Illinois,2112,0,0.01,0.14,0.410037879,18.11,0.906,0
WAVERLY-SHELL ROCK COMM SCHOOL DISTRICT,Iowa,2112,0,0.01,0.12,0.215435606,12.82,0.828,0
CENTRAL REGIONAL SCHOOL DISTRICT,New Jersey,2112,0,0.01,0.21,0.355587121,13.82,1.02,0
ESSEX COUNTY VOCATIONAL TECHNICAL SCHOOL DISTRICT,New Jersey,2112,0,0.06,0.1,0.842329545,11.34,0.821,0
HONONEGAH CHD 207,Illinois,2111,0,0,0.12,0.197536712,18.65,0.98,0
NORTH GIBSON SCHOOL CORP,Indiana,2111,0,0.02,0.28,0.500236855,16.97,0.96,0
COOLIDGE UNIFIED DISTRICT,Arizona,2110,0,0.04,0.11,0.817061611,19.43,0.962,1
AVERY COUNTY SCHOOLS,North Carolina,2109,0,0.05,0.16,0.57562826,12.58,1.044,0
RUSH COUNTY SCHOOLS,Indiana,2108,0,0.01,0.16,0.516129032,14.28,0.995,0
BROWN COUNTY SCHOOL CORPORATION,Indiana,2107,0,0,0.25,0.500711913,15.49,1.019,0
M S D MOUNT VERNON,Indiana,2107,0,0.01,0.26,0.369719981,15.42,0.934,0
WATCHUNG HILLS REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2107,0,0.01,0.17,0.019458946,12.66,1.024,0
BOZEMAN H S,Montana,2106,0,0.01,0.09,0.101139601,16.46,0.899,0
DOLTON SD 148,Illinois,2105,0,0.03,0.14,0.887410926,11.48,0.988,0
BERGEN COUNTY VOCATIONAL TECHNICAL SCHOOL DISTRICT,New Jersey,2105,0,0.01,0.16,0.100712589,9.24,1.007,0
GLADSTONE SD 115,Oregon,2105,0,0.03,0.11,0.405700713,20.25,1.207,0
HILLSBORO ISD,Texas,2105,0,0.13,0.1,0.702137767,13.11,0.927,0
TANQUE VERDE UNIFIED DISTRICT,Arizona,2104,0,0,0.14,0.178707224,17.29,0.953,1
DARDANELLE SCHOOL DISTRICT,Arkansas,2104,0,0.24,0.13,0.438688213,14.22,0.984,0
REGIONAL SCHOOL DISTRICT 17,Connecticut,2104,0,0,0.18,0.083174905,11.82,0.965,0
MACOMB CUSD 185,Illinois,2104,0,0.02,0.16,0.47338403,15.86,0.886,0
DEXTER R-XI,Missouri,2104,0,0.01,0.14,0.509505703,15,1.003,0
SOMERSET AREA SD,Pennsylvania,2104,0,0.01,0.19,0.462927757,12.64,0.915,0
PEA RIDGE SCHOOL DISTRICT,Arkansas,2103,0.2,0.02,0.11,0.266761769,14.96,1.015,0
WASHINGTON TOWNSHIP SCHOOL DISTRICT,New Jersey,2103,0,0.02,0.22,0.187234043,10.37,1.013,0
TILLAMOOK SD 9,Oregon,2103,0,0.08,0.14,0.56680932,18.68,0.908,0
WEST CARROLL PARISH,Louisiana,2101,0,0.02,0.13,0.827701095,12.63,1.003,0
EDENTON-CHOWAN SCHOOLS,North Carolina,2101,0,0.02,0.12,0.639695383,15.35,1.023,0
HARBOR CREEK SD,Pennsylvania,2100,0,0,0.17,0.276666667,14.59,1.011,0
MIDDLESEX BOROUGH SCHOOL DISTRICT,New Jersey,2099,0,0.05,0.17,0.313006193,11.97,0.873,0
CLEAR CREEK AMANA COMM SCHOOL DISTRICT,Iowa,2098,0,0.02,0.12,0.215443279,12.07,1.666,0
STEWARTVILLE PUBLIC SCHOOL DISTRICT,Minnesota,2097,0,0.01,0.12,0.204577969,17.17,1.038,0
HAMPTON BAYS UNION FREE SCHOOL DISTRICT,New York,2096,0,0.22,0.13,0.580629771,12.43,1.108,0
PERKINS LOCAL,Ohio,2096,0,0.01,0.09,0.315839695,17.65,0.887,0
TUNICA COUNTY SCHOOL DISTRICT,Mississippi,2095,0,0.01,0.12,1,14.67,1.155,0
KRUM ISD,Texas,2093,0,0.08,0.11,0.355948399,13.27,0.921,0
LEXINGTON 03,South Carolina,2092,0,0.08,0.16,1,14.87,0.953,0
SALEM CITY,Ohio,2091,0,0.05,0.15,0.506456241,17.51,0.881,0
TODD COUNTY,Kentucky,2090,0,0.03,0.19,0.623444976,17.45,0.961,1
OLD REDFORD ACADEMY,Michigan,2090,1,0,0.09,0.685645933,22.47,1.031,0
ROCORI PUBLIC SCHOOL DISTRICT,Minnesota,2090,0,0.06,0.11,0.251674641,16.59,0.963,0
MILTON AREA SD,Pennsylvania,2090,0,0.03,0.19,0.527751196,13.11,1.083,0
UNIVERSAL ACADEMY,Texas,2090,1,0.29,0.02,0.990223464,17.73,0.888,0
FALMOUTH PUBLIC SCHOOLS,Maine,2089,0,0.01,0.14,0.048348492,11.25,0.899,0
EAST MUSKINGUM LOCAL,Ohio,2089,0,0,0.13,0.355672571,17.97,0.955,0
HUGHSON UNIFIED,California,2088,0,0.24,0.11,0.533045977,22.72,0.939,0
BRIDGEPORT ISD,Texas,2088,0,0.21,0.09,0.636015326,12.96,1.008,0
BLUE RIDGE UNIFIED SCHOOL DISTRICT NO. 32,Arizona,2087,0,0.03,0.11,0.550071874,19.5,0.796,1
SANDWICH CUSD 430,Illinois,2087,0,0.04,0.14,0.37709631,14.84,1.003,0
NORTH SPENCER COUNTY SCH CORP,Indiana,2087,0,0.03,0.18,0.290368951,14.7,0.857,0
THREE RIVERS LOCAL,Ohio,2087,0,0,0.18,0.397220891,21.19,0.965,0
MIFFLINBURG AREA SD,Pennsylvania,2087,0,0,0.16,0.360325827,14.91,0.94,0
COMMUNITY ISD,Texas,2087,0,0.16,0.09,0.444178246,15.08,0.823,0
GURNEE SD 56,Illinois,2086,0,0.16,0.17,0.291466922,13.63,0.95,0
WYCKOFF TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,2085,0,0.01,0.18,0.007194245,11.38,0.959,0
LOCUST VALLEY CENTRAL SCHOOL DISTRICT,New York,2085,0,0.04,0.2,0.172661871,10.9,0.957,0
COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT,Arizona,2084,0,0.1,0.11,0.70537428,18.66,1.061,1
CATOOSA,Oklahoma,2083,0,0.07,0.2,0.728756601,15.75,1.02,1
LAKE FENTON COMMUNITY SCHOOLS,Michigan,2082,0,0.01,0.1,0.253121998,21.32,0.956,0
VENUS ISD,Texas,2080,0,0.22,0.07,0.727403846,15.4,0.826,0
CHSD 94,Illinois,2079,0,0.13,0.13,0.464646465,17.14,1.027,0
PACIFIC GROVE UNIFIED,California,2078,0,0.06,0.11,0.177093359,23.89,0.99,0
STONINGTON SCHOOL DISTRICT,Connecticut,2078,0,0.01,0.17,0.173243503,11.23,0.959,0
HOUSTON PUBLIC SCHOOL DISTRICT,Minnesota,2076,0,0.01,0.04,0.315992293,18.43,1.009,0
BATH COUNTY,Kentucky,2075,0,0,0.12,0.638554217,15.04,1.056,1
HADDON TOWNSHIP SCHOOL DISTRICT,New Jersey,2075,0,0.01,0.21,0.171084337,12.64,0.953,0
NORTH BELLMORE UNION FREE SCHOOL DISTRICT,New York,2075,0,0.02,0.23,0.111807229,10.94,1.005,0
ARDSLEY UNION FREE SCHOOL DISTRICT,New York,2074,0,0.02,0.14,0.071359691,11.38,0.936,0
IMLAY CITY COMMUNITY SCHOOLS,Michigan,2070,0,0.13,0.09,0.447342995,22.48,0.932,0
ANNISTON CITY,Alabama,2069,0,0.01,0.09,0.681971967,16.49,1.024,0
LIVE OAK ELEMENTARY,California,2069,0.25,0.31,0.13,0.528757854,22.84,0.911,0
GLENS FALLS CITY SCHOOL DISTRICT,New York,2068,0,0,0.19,0.482108317,13.18,1.057,0
VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,New York,2068,0,0.05,0.15,0.286750484,12.01,1.134,0
MOUNT PLEASANT COMM SCHOOL DISTRICT,Iowa,2067,0,0.06,0.12,0.448476052,13.17,0.879,0
RAYMONDVILLE ISD,Texas,2067,0,0.07,0.08,0.883889695,13.99,0.902,0
SWAIN COUNTY SCHOOLS,North Carolina,2066,0,0.01,0.15,0.649080348,15.21,1.104,0
DUNKIRK CITY SCHOOL DISTRICT,New York,2065,0,0.16,0.12,0.587893462,10.53,0.974,0
RSU 19,Maine,2064,0,0,0.16,0.61870155,13.47,0.959,0
SULLIVAN,Missouri,2063,0,0,0.15,0.593310713,12.6,0.912,0
MARION CO SCHOOL DIST,Mississippi,2061,0,0,0.15,0.91411936,13.42,0.952,0
GLENWOOD COMM SCHOOL DISTRICT,Iowa,2060,0,0,0.12,0.355339806,15.59,1.052,0
SLIPPERY ROCK AREA SD,Pennsylvania,2060,0,0,0.18,0.334466019,14.93,1.067,0
MALVERN SCHOOL DISTRICT,Arkansas,2059,0,0.04,0.16,0.303059738,12.84,1.144,0
WEST PLAINS R-VII,Missouri,2059,0,0.01,0.19,0.780961632,11.59,0.996,0
POQUOSON CITY PBLC SCHS,Virginia,2058,0,0.01,0.11,0.163265306,13.78,0.999,0
GRANITE FALLS SCHOOL DISTRICT,Washington,2058,0,0.03,0.18,0.46404276,18.79,0.891,0
STEWART COUNTY,Tennessee,2057,0,0,0.13,1,16.38,1,0
WEST OSO ISD,Texas,2057,0,0.06,0.11,0.836169178,14.4,0.879,0
HOPEWELL AREA SD,Pennsylvania,2056,0,0,0.16,0.311770428,13.35,0.946,0
LEE 01,South Carolina,2056,0,0.01,0.13,1,14.69,1.068,0
GOODRICH AREA SCHOOLS,Michigan,2055,0,0.01,0.09,0.194160584,21.8,0.956,0
NORWOOD CITY,Ohio,2055,0,0.05,0.16,0.545498783,15.41,0.917,0
HEARD COUNTY,Georgia,2054,0,0,0.14,0.672833496,14.54,0.865,0
BUCKINGHAM CO PBLC SCHS,Virginia,2054,0,0,0.15,0.638753651,14.63,1.007,0
GUNNISON WATERSHED SCHOOL DISTRICT RE1J,Colorado,2053,0.14,0.06,0.11,0.270336094,15.58,0.857,1
MUNDELEIN CONS HSD 120,Illinois,2053,0,0.05,0.15,0.312226011,17.09,0.997,0
SOUTH HAVEN PUBLIC SCHOOLS,Michigan,2052,0,0.12,0.15,0.609161793,15.77,0.922,0
FAIRFIELD COMMUNITY SCHOOLS,Indiana,2051,0,0.09,0.13,0.205265724,15.76,0.903,0
CHAGRIN FALLS EXEMPTED VILLAGE,Ohio,2051,0,0.01,0.11,0.050706972,16.9,0.895,0
ELK CITY,Oklahoma,2051,0,0.07,0.14,0.583617747,15.7,1.058,1
SAINT MARYS AREA SD,Pennsylvania,2051,0,0,0.21,0.351535836,15.16,0.996,0
SHARON CITY SD,Pennsylvania,2049,0,0.01,0.24,0.588091752,15.16,1.009,0
PARK COUNTY SCHOOL DISTRICT # 6,Wyoming,2049,0,0,0.12,0.260614934,11.95,0.989,0
ODESSA R-VII,Missouri,2048,0,0,0.12,0.427246094,13.74,0.915,0
EASTERN CAMDEN COUNTY REGIONAL SCHOOL DISTRICT,New Jersey,2048,0,0.01,0.13,0.09375,14.4,0.955,0
MARINETTE SCHOOL DISTRICT,Wisconsin,2047,0,0.01,0.19,0.461162677,13.86,1.032,0
BYRON PUBLIC SCHOOL DISTRICT,Minnesota,2046,0,0.01,0.1,0.129521017,16.86,1.083,0
HONDO ISD,Texas,2046,0,0.02,0.09,0.634408602,13.29,1.043,0
CUERO ISD,Texas,2045,0,0.04,0.11,0.611246944,13.78,1.329,0
SCHUYLER COMMUNITY SCHOOLS,Nebraska,2044,0,0.35,0.11,0.782778865,14.77,0.948,0
PASCACK VALLEY REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2043,0,0,0.21,0.027900147,12.16,0.997,0
